policy,condition,seed,cell,episode,n_frames,duration_s,max_dev_deg,departed,latency_s,deg_per_step,peak_deg_step,exec_s,success,failure_mode,regrasp,instance
recovery-seed2000,recovery,2000,new_positions,2,1150,38.29999923706055,130.57,True,32.27,0.8204,6.021,6.03,0,timeout_other,,E1
recovery-seed2000,recovery,2000,new_positions,3,1150,38.29999923706055,152.31,True,19.9,0.726,9.841,18.4,0,timeout_other,,E1
recovery-seed2000,recovery,2000,new_positions,4,1151,38.33333206176758,12.35,False,,,,,0,no_departure,,E2
recovery-seed2000,recovery,2000,new_positions,5,1151,38.33333206176758,9.08,False,,,,,0,no_departure,,E2
recovery-seed2000,recovery,2000,new_positions,6,1151,38.33333206176758,8.95,False,,,,,0,no_departure,,E2
recovery-seed2000,recovery,2000,new_positions,7,1151,38.33333206176758,172.14,True,1.93,0.7608,13.406,36.4,0,contact_no_grasp,,E3
recovery-seed2000,recovery,2000,new_positions,8,1150,38.29999923706055,162.29,True,3.27,0.7659,9.21,35.03,0,timeout_other,,E3
recovery-seed2000,recovery,2000,new_positions,9,1149,38.266666412353516,173.11,True,2.6,0.7642,7.91,35.67,0,contact_no_grasp,,E3
recovery-seed2000,recovery,2000,new_positions,10,1151,38.33333206176758,175.32,True,3.43,0.8188,7.55,34.9,0,timeout_other,,E4
recovery-seed2000,recovery,2000,new_positions,11,1149,38.266666412353516,150.37,True,23.7,0.7774,7.732,14.57,0,timeout_other,,E4
recovery-seed2000,recovery,2000,new_positions,12,1150,38.29999923706055,9.54,False,,,,,0,no_departure,,E4
recovery-seed2000,recovery,2000,new_positions,13,1143,38.06666564941406,175.53,True,0.83,0.7975,9.2,37.23,0,timeout_other,,E5
recovery-seed2000,recovery,2000,new_positions,14,1136,37.83333206176758,179.83,True,5.0,0.7925,8.754,32.83,0,timeout_other,,E5
recovery-seed2000,recovery,2000,new_positions,15,1139,37.93333435058594,163.61,True,18.73,0.7898,7.288,19.2,0,timeout_other,,E5
recovery-seed2000,recovery,2000,reduced_lighting,1,712,23.700000762939453,149.85,True,0.83,0.8598,8.689,22.87,1,success_after_missed_grasp,,-
recovery-seed2000,recovery,2000,reduced_lighting,2,401,13.333333015441895,131.69,True,0.67,0.9556,8.987,12.67,1,success,,-
recovery-seed2000,recovery,2000,reduced_lighting,3,1151,38.33333206176758,126.88,True,0.5,0.7844,10.196,37.83,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,reduced_lighting,4,1151,38.33333206176758,186.48,True,1.2,0.8487,10.439,37.13,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,reduced_lighting,5,848,28.233333587646484,131.72,True,3.73,0.7809,8.009,24.5,1,success_after_drop,Succeeded,-
recovery-seed2000,recovery,2000,reduced_lighting,6,1151,38.33333206176758,127.88,True,2.37,0.7196,12.776,35.97,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,reduced_lighting,7,1151,38.33333206176758,194.38,True,1.6,0.7753,10.876,36.73,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,reduced_lighting,8,1151,38.33333206176758,139.14,True,1.13,0.6893,8.68,37.2,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,reduced_lighting,9,770,25.633333206176758,135.45,True,1.5,0.7966,7.337,24.13,1,success_after_drop,Succeeded,-
recovery-seed2000,recovery,2000,reduced_lighting,10,1151,38.33333206176758,150.41,True,0.6,0.7588,8.162,37.73,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,reduced_lighting,11,1151,38.33333206176758,124.56,True,1.23,0.7614,8.096,37.1,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,reduced_lighting,12,1150,38.29999923706055,125.72,True,1.3,0.7857,10.386,37.0,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,reduced_lighting,13,1151,38.33333206176758,191.12,True,1.2,0.746,8.642,37.13,0,deliberate_drop,Failed,-
recovery-seed2000,recovery,2000,reduced_lighting,14,1148,38.233333587646484,144.24,True,2.7,0.697,10.782,35.53,1,success_after_drop,Succeeded,-
recovery-seed2000,recovery,2000,reduced_lighting,15,1151,38.33333206176758,128.27,True,0.97,0.7765,8.749,37.37,0,deliberate_drop,Failed,-
